,['Total'],['Australian Capital Territory'],['New South Wales'],['Northern Territory'],['Queensland'],['South Australia'],['Tasmania'],['Victoria'],['Western Australia'],"['Females', 'Australian Capital Territory']","['Males', 'Australian Capital Territory']","['Females', 'New South Wales']","['Males', 'New South Wales']","['Females', 'Northern Territory']","['Males', 'Northern Territory']","['Females', 'Queensland']","['Males', 'Queensland']","['Females', 'South Australia']","['Males', 'South Australia']","['Females', 'Tasmania']","['Males', 'Tasmania']","['Females', 'Victoria']","['Males', 'Victoria']","['Females', 'Western Australia']","['Males', 'Western Australia']","['Employed full-time', 'Females', 'Australian Capital Territory']","['Employed part-time', 'Females', 'Australian Capital Territory']","['Employed full-time', 'Males', 'Australian Capital Territory']","['Employed part-time', 'Males', 'Australian Capital Territory']","['Employed full-time', 'Females', 'New South Wales']","['Employed part-time', 'Females', 'New South Wales']","['Employed full-time', 'Males', 'New South Wales']","['Employed part-time', 'Males', 'New South Wales']","['Employed full-time', 'Females', 'Northern Territory']","['Employed part-time', 'Females', 'Northern Territory']","['Employed full-time', 'Males', 'Northern Territory']","['Employed part-time', 'Males', 'Northern Territory']","['Employed full-time', 'Females', 'Queensland']","['Employed part-time', 'Females', 'Queensland']","['Employed full-time', 'Males', 'Queensland']","['Employed part-time', 'Males', 'Queensland']","['Employed full-time', 'Females', 'South Australia']","['Employed part-time', 'Females', 'South Australia']","['Employed full-time', 'Males', 'South Australia']","['Employed part-time', 'Males', 'South Australia']","['Employed full-time', 'Females', 'Tasmania']","['Employed part-time', 'Females', 'Tasmania']","['Employed full-time', 'Males', 'Tasmania']","['Employed part-time', 'Males', 'Tasmania']","['Employed full-time', 'Females', 'Victoria']","['Employed part-time', 'Females', 'Victoria']","['Employed full-time', 'Males', 'Victoria']","['Employed part-time', 'Males', 'Victoria']","['Employed full-time', 'Females', 'Western Australia']","['Employed part-time', 'Females', 'Western Australia']","['Employed full-time', 'Males', 'Western Australia']","['Employed part-time', 'Males', 'Western Australia']"
1984-07-01,6528.696828899999,117.2189809,2257.2180479999997,55.414180099999996,1026.3196179000001,565.9181368,169.048237,1744.7566238,592.8030044000001,50.6430532,66.57592770000001,855.5140738,1401.7039742,20.1765719,35.2376082,371.2165036,655.1031143,214.3070694,351.6110674,61.3351932,107.7130438,662.1950502,1082.5615736,224.4265274,368.376477,32.8697873,17.7732659,62.0749294,4.5009983,566.5889231,288.9251507,1314.8420687,86.8619055,13.5353024,6.6412695,33.8605555,1.3770527,233.959886,137.2566176,614.0498221,41.0532922,122.9833605,91.3237089,328.9463063,22.6647611,34.9015109,26.4336823,102.6717431,5.0413007,418.989238,243.2058122,1009.3468034,73.2147702,136.0312976,88.3952298,346.0333597,22.3431173
1984-08-01,6466.115823200002,114.36538540000001,2241.3817312,55.539337399999994,1008.0679397,563.5612053,166.7702101,1722.7981514,593.6318626999999,49.070286100000004,65.2950993,857.7601057,1383.6216255000002,20.8622805,34.6770569,369.5177111,638.5502286,214.7269078,348.8342975,59.4640191,107.30619100000001,652.3626783,1070.4354731,224.38482470000002,369.247038,30.8475528,18.2227333,61.3125996,3.9824997,559.6177942,298.1423115,1295.6966675,87.924958,14.0690848,6.7931957,32.5824497,2.0946072,234.2778103,135.2399008,601.3069902,37.2432384,121.3108493,93.4160585,328.3821977,20.4520998,34.4423221,25.021697,102.5074902,4.7987008,415.7345928,236.6280855,1004.8537427,65.5817304,136.0257511,88.3590736,345.8457906,23.4012474
1984-09-01,6579.839554100001,115.8267808,2283.3590615,58.49023570000001,1030.5023974,565.0878719,168.72789089999998,1757.3870039999997,600.4583119,48.863592,66.9631888,883.0710713999999,1400.2879901000001,21.8625025,36.6277332,382.9462878,647.5561096,213.7899566,351.2979153,60.1696996,108.5581913,675.9572469,1081.4297571,227.0631754,373.39513650000004,32.2063531,16.6572389,62.0490833,4.9141055,572.7967566,310.2743148,1313.7349322,86.5530579,16.5039857,5.3585168,35.3119954,1.3157378,239.8071944,143.1390934,609.1024826,38.453627,121.945108,91.8448486,331.0202834,20.2776319,34.2635254,25.9061742,102.7688078,5.7893835,425.3085336,250.6487133,1007.9641641,73.465593,135.4646322,91.5985432,348.4484135,24.946723
1984-10-01,6553.1870257,116.8781005,2266.4679542,60.679677000000005,1016.9778621,569.3054950000001,171.3002534,1753.5533981999997,598.0242853,51.2247865,65.653314,862.8835896,1403.5843645999998,22.1072604,38.572416600000004,373.4619664,643.5158957,218.4992328,350.8062622,62.211441300000004,109.0888121,676.525594,1077.0278042,227.1081315,370.9161538,33.8313951,17.3933914,61.5234028,4.1299112,565.0116011,297.8719885,1312.1445127,91.4398519,15.9157706,6.1914898,36.4620284,2.1103882,230.8947388,142.5672276,604.3680429,39.1478528,122.7890109,95.7102219,329.3896011,21.4166611,35.0622446,27.1491967,103.9368276,5.1519845,430.1087056,246.4168884,1010.5894499,66.4383543,132.1659205,94.942211,347.9029901,23.0131637
1984-11-01,6576.061818300001,115.41692540000001,2274.8749010000006,58.7314129,1011.4647011,579.007824,173.5807994,1759.6916211,603.2936334000001,50.431268900000006,64.9856565,875.8956915000001,1398.9792095,21.0074526,37.7239603,372.75514999999996,638.7095511,222.70207449999998,356.30574950000005,63.192949,110.3878504,678.2909391999999,1081.4006819,227.0026686,376.2909648,32.8668102,17.5644587,61.0221478,3.9635087,570.6918318,305.2038597,1312.5198912,86.4593183,15.2813045,5.7261481,35.6316001,2.0923602,232.6103643,140.1447857,597.7623686,40.9471825,126.2369106,96.4651639,333.7085435,22.597206,35.0104599,28.1824891,104.8023647,5.5854857,437.1549247,241.1360145,1009.2859015,72.1147804,132.6842519,94.3184167,354.4900687,21.8008961
1984-12-01,6636.040217399999,119.31618920000001,2290.4171687,59.3803307,1015.234589,580.7578715999999,176.1650294,1781.996157,612.7728818,52.15258300000001,67.1636062,881.0463771,1409.3707915999998,21.3235178,38.056812900000004,374.65354349999996,640.5810455000001,225.8031305,354.95474110000004,64.0365226,112.1285068,689.3430744,1092.6530826,230.143118,382.62976380000003,35.3192103,16.8333727,63.0842128,4.0793934,590.3840177,290.6623594,1325.5836599,83.7871317,15.1922872,6.1312306,36.0673863,1.9894266,238.1141199,136.5394236,604.3268368,36.2542087,127.7478102,98.0553203,331.5743694,23.3803717,36.5288151,27.5077075,105.230616,6.8978908,445.7870703,243.5560041,1027.8433995,64.8096831,136.4309357,93.7121823,361.1664175,21.4633463
1985-01-01,6452.361507499998,117.4001368,2223.792452,58.3693382,993.5634878000001,564.0096793999999,175.65313730000003,1716.6108248,602.9624512,49.2310636,68.1690732,829.4796352,1394.3128168,20.7042416,37.6650966,361.3743943,632.1890934999999,216.31068929999998,347.6989901,63.456582499999996,112.1965548,649.9936455,1066.6171793,221.7450399,381.21741130000004,34.7541777,14.4768859,64.1452034,4.0238698,584.2026103,245.2770249,1311.8888033,82.4240135,15.1825757,5.5216659,36.4195802,1.2455164,241.1746404,120.1997539,594.9031557,37.2859378,127.3541724,88.9565169,326.8499015,20.8490886,38.1280134,25.3285691,106.3767337,5.8198211,429.8925189,220.1011266,1007.3753189,59.2418604,136.2802398,85.4648001,360.6670687,20.5503426
1985-02-01,6595.6641925,119.12667950000001,2275.1378616,62.6861532,1012.5149156,579.8851834000001,179.76546670000002,1758.6775674,607.8703651,50.872642799999994,68.2540367,867.5848145,1407.5530471,23.595694700000003,39.0904585,375.34186669999997,637.1730489,222.50910240000002,357.376081,65.1079144,114.65755229999999,677.1683186,1081.5092488,226.5406221,381.329743,34.2332487,16.6393941,63.2386361,5.0154006,578.4289388,289.1558757,1318.7122133,88.8408338,18.7977136,4.7979811,37.2162083,1.8742502,236.0450313,139.2968354,600.140538,37.0325109,128.5513903,93.9577121,334.2448612,23.1312198,39.7820967,25.3258177,108.829619,5.8279333,439.3070512,237.8612674,1020.7063364,60.8029124,134.2275242,92.3130979,359.867419,21.462324
1985-03-01,6657.440697699999,119.0032138,2292.8165338999997,64.396993,1036.7203442,585.0546903000001,183.5438265,1758.0402111999997,617.8648848,51.584056200000006,67.4191576,877.1243738000001,1415.6921601,24.9848172,39.4121758,390.08681390000004,646.6335303000001,227.3616343,357.69305599999996,68.6677991,114.8760274,685.3475162,1072.692695,234.5605895,383.30429530000004,34.7668145,16.8172417,62.7718273,4.6473303,581.5788874,295.5454864,1329.5462119,86.1459482,19.7617029,5.2231143,38.1152543,1.2969215,243.7028112,146.3840027,604.2645671,42.3689632,129.2226917,98.1389426,334.2267831,23.4662729,40.5301251,28.137674,109.2086392,5.6673882,439.5465887,245.8009275,1008.4197747,64.2729203,135.306142,99.2544475,360.8298601,22.4744352
1985-04-01,6588.8267822,119.7512028,2259.9673709,66.4216182,1021.7240535000001,577.2785048,181.550317,1743.1127529999999,619.020962,52.3009118,67.450291,857.3457785,1402.6215924,25.693243300000002,40.7283749,382.23588,639.4881735,225.1415027,352.1370021,66.5975509,114.95276609999999,668.9749836,1074.1377694,233.91833430000003,385.10262769999997,33.6761008,18.624811,62.6804429,4.7698481,570.8195319,286.5262466,1315.7586302,86.8629622,19.9778434,5.7153999,39.2137952,1.5145797,235.176283,147.059597,597.2298471,42.2583264,125.8807432,99.2607595,326.8151687,25.3218334,39.7876755,26.8098754,109.5326537,5.4201124,426.8155383,242.1594453,1003.1212767,71.0164927,135.0979119,98.8204224,358.8808572,26.2217705
1985-05-01,6657.9327706,118.7827746,2275.9166486999998,66.9657183,1041.9411407,582.3763785,183.1139421,1765.8200862,623.0160815,52.3611786,66.421596,866.901768,1409.0148806999998,25.770870199999997,41.1948481,392.12251230000004,649.8186284000001,225.7216672,356.6547113,68.30936650000001,114.8045756,686.5944144,1079.2256717999999,237.4001125,385.615969,34.8369936,17.524185,61.6351078,4.7864882,575.869238,291.03253,1324.8921036,84.1227771,19.846829,5.9240412,40.2168428,0.9780053,236.5590792,155.5634331,607.2699406,42.5486878,129.901923,95.8197442,331.9855255,24.6691858,39.7884018,28.5209647,109.5232689,5.2813067,433.3274843,253.2669301,1008.7226817,70.5029901,133.3668446,104.0332679,361.1756973,24.4402717
1985-06-01,6659.362512799999,119.70267799999999,2266.9515011,65.7681744,1051.4867047999999,583.9956769,179.9973135,1767.7959564,623.6645077000001,52.5447753,67.1579027,865.6680660000001,1401.2834351000001,25.1258935,40.6422809,394.6481786,656.8385262,225.9907018,358.0049751,66.1961073,113.80120620000001,692.5806564,1075.2153,238.2810265,385.3834812,35.5000367,17.0447386,61.6419498,5.5159529,573.5508425,292.1172235,1313.8349934,87.4484417,19.9941223,5.1317712,39.0690479,1.573233,239.7414092,154.9067694,613.7253696,43.1131566,126.8945409,99.0961609,335.678516,22.3264591,39.5376639,26.6584434,108.9542868,4.8469194,436.1817679,256.3988885,1005.8733012,69.3419988,133.4133419,104.8676846,361.4376093,23.9458719
1985-07-01,6703.429275999999,120.2049797,2279.8516913,65.63605659999999,1053.9064004000002,584.8277658000001,180.69523429999998,1795.8577462000003,622.4494017,53.369044,66.8359357,872.7576939999999,1407.0939973,23.414423799999998,42.2216328,396.7215541,657.1848463,229.6725867,355.1551791,66.0014467,114.6937876,706.7680631000001,1089.0896831,237.8667977,384.582604,36.26388,17.105164,62.1349223,4.7010134,581.7481283,291.0095657,1324.7071778,82.3868195,18.8954012,4.5190226,41.2101483,1.0114845,244.3260101,152.395544,612.1722442,45.0126021,131.9326579,97.7399288,331.2758595,23.8793196,39.8483471,26.1530996,108.7251106,5.968677,441.2198049,265.5482582,1022.4002437,66.6894394,139.255507,98.6112907,360.7283099,23.8542941
1985-08-01,6675.5378568,120.2673894,2268.6721002,68.27692959999999,1058.7202043,573.9018463,177.3975485,1786.1859368,622.1159017,53.76123,66.5061594,869.2575624000001,1399.4145377999998,24.8127323,43.4641973,399.3748557,659.3453486,223.91068479999998,349.9911615,64.9431888,112.4543597,690.1846445,1096.0012923,238.2478339,383.86806779999995,35.2196286,18.5416014,61.5197662,4.9863932,570.1699803,299.0875821,1315.1330297,84.2815081,18.45427,6.3584623,41.9045246,1.5596727,240.0869089,159.2879468,613.8322493,45.5130993,128.7190887,95.1915961,328.1174534,21.8737081,39.1357283,25.8074605,106.7636237,5.690736,439.0138026,251.1708419,1028.9924145,67.0088778,136.512571,101.7352629,360.3612401,23.5068277
1985-09-01,6814.705358500001,123.5792262,2324.6714062,68.7830522,1083.2124494,586.0250177,179.75250749999998,1811.705487,636.9762122999999,54.4287852,69.150441,894.6653056,1430.0061006,25.626108199999997,43.156944,409.3265626,673.8858868,228.15331559999998,357.8717021,66.4568979,113.2956096,703.2388179,1108.4666691,243.44657209999997,393.5296402,35.8823656,18.5464196,63.8723353,5.2781057,586.4597933,308.2055123,1345.4374854,84.5686152,19.4114288,6.2146794,41.0923424,2.0646016,245.40655,163.9200126,626.5040466,47.3818402,133.1798293,94.9734863,336.1695464,21.7021557,40.5390106,25.9178873,107.7354413,5.5601683,449.3544436,253.8843743,1035.3846338,73.0820353,138.3528663,105.0937058,369.0593614,24.4702788
1985-10-01,6771.0533583999995,122.9737245,2312.8889696,67.9709769,1075.2244174,586.5799059999999,180.3976243,1786.728201,638.2895387,53.82045960000001,69.15326490000001,890.2923136,1422.596656,24.713367100000003,43.2576098,399.914933,675.3094844000001,229.1405493,357.4393567,67.8714548,112.5261695,697.0686215,1089.6595795,246.9731973,391.3163414,35.6538266,18.166633,63.581467,5.5717979,575.3071591,314.9851545,1330.9991802,91.5974758,18.3629327,6.3504344,42.0104204,1.2471894,246.9675053,152.9474277,627.3740072,47.9354772,132.9134649,96.2270844,335.0431843,22.3961724,39.3953669,28.4760879,106.8996866,5.6264829,444.027381,253.0412405,1018.7028325,70.956747,141.0974582,105.8757391,364.44243,26.8739114
1985-11-01,6881.9441952,123.0334178,2348.5407184,67.6362697,1091.129841,593.3067361000001,180.8154154,1828.7053498999999,648.7764469,54.1491819,68.88423590000001,912.760389,1435.7803293999998,24.697589800000003,42.938679900000004,407.8331708,683.2966702,233.0638796,360.2428565,66.9582853,113.85713009999999,718.2695573,1110.4357926,254.2893453,394.48710159999996,34.6271827,19.5219992,62.9402868,5.9439491,590.7009252,322.0594638,1343.9049592,91.8753702,18.4600551,6.2375347,40.4478614,2.4908185,249.4883326,158.3448382,634.4679204,48.8287498,132.5250936,100.538786,336.91111,23.3317465,40.1228005,26.8354848,107.8704748,5.9866553,443.7063813,274.563176,1043.0127799,67.4230127,144.0315495,110.2577958,367.0774047,27.4096969
1985-12-01,6910.8392317,125.8204941,2352.5583464,67.8971268,1095.1586668000002,596.1643666,181.3637735,1840.8970663999999,650.9793911,55.0129867,70.8075074,912.8899546,1439.6683918,26.1078985,41.7892283,410.4326499,684.7260169,233.0354378,363.1289288,67.8914634,113.4723101,726.2197126,1114.6773538,253.6608388,397.3185523,36.7703288,18.2426579,65.9233626,4.8841448,600.2803433,312.6096113,1363.5867865,76.0816053,19.7180922,6.3898063,39.595797,2.1934313,254.0628087,156.3698412,637.7078675,47.0181494,132.8342079,100.2012299,341.4045506,21.7243782,41.4705658,26.4208976,107.6844784,5.7878317,460.4889751,265.7307375,1047.2277751,67.4495787,146.8842851,106.7765537,372.8632174,24.4553349
1986-01-01,6753.619763399998,121.5094567,2305.4964405,68.1384342,1062.7935263000002,582.5175191000001,176.26749030000002,1796.371325,640.5255713,52.495049800000004,69.0144069,875.9766566000001,1429.5197839,27.9972767,40.1411575,386.7752709,676.0182554,223.77666440000002,358.7408547,64.3148079,111.9526824,697.2941931,1099.0771319,241.5602227,398.9653486,38.3442415,14.1508083,65.0625158,3.9518911,590.125224,285.8514326,1353.4136463,76.1061376,20.3801153,7.6171614,38.6862138,1.4549437,253.2766549,133.498616,630.631777,45.3864784,136.0829827,87.6936817,333.9464306,24.7944241,40.2392095,24.0755984,105.5314749,6.4212075,462.4929456,234.8012475,1043.7865875,55.2905444,145.3027468,96.2574759,375.5593986,23.40595
1986-02-01,6861.855494,125.5760563,2339.8567876999996,70.3322855,1077.3464956,597.8609376,179.6656443,1824.1056142,647.1116728000001,54.5225073,71.053549,907.7405882,1432.1161995,27.687036199999998,42.6452493,402.5806282,674.7658673999999,232.6769992,365.18393840000005,66.3005335,113.3651108,715.5553663000001,1108.5502479,249.4789796,397.6326932,36.4393102,18.0831971,66.291351,4.762198,611.1265208,296.6140674,1355.8911389,76.2250606,21.5496615,6.1373747,40.3821627,2.2630866,253.941287,148.6393412,628.217186,46.5486814,137.01333,95.6636692,340.075211,25.1087274,41.8728571,24.4276764,106.9766556,6.3884552,458.6551942,256.9001721,1048.0721021,60.4781458,146.6448222,102.8341574,374.441818,23.1908752
1986-03-01,6961.8946633,127.275818,2370.2011843,72.1555799,1094.953786,601.9323942,182.28566339999998,1857.756824,655.3334135,56.3543633,70.9214547,923.5782566999999,1446.6229276,28.796116499999997,43.3594634,413.106895,681.8468909999999,236.2524005,365.6799937,69.1853531,113.1003103,740.1040974,1117.6527266,256.2967342,399.0366793,36.1731186,20.1812447,65.2027942,5.7186605,604.3521304,319.2261263,1360.9422977,85.6806299,20.7067262,8.0893903,40.7266941,2.6327693,252.308236,160.798659,631.8190887,50.0278023,136.1544181,100.0979824,339.9436956,25.7362981,40.7460538,28.4392993,106.2352626,6.8650477,468.0718996,272.0321978,1042.5543163,75.0984103,146.9451229,109.3516113,374.9122521,24.1244272
1986-04-01,6997.8856452,128.39912289999998,2383.315267,70.90357660000001,1111.7763195,607.981196,183.27074910000002,1853.3078928000002,658.9315213000001,56.4754072,71.92371569999999,934.9328521,1448.3824149,28.0360359,42.8675407,419.9542598,691.8220597,242.54610129999998,365.43509470000004,68.8107842,114.4599649,746.7583535,1106.5495393,258.0804488,400.8510725,37.160266,19.3151412,65.6394242,6.2842915,600.6890716,334.2437805,1346.255269,102.1271459,22.0538817,5.9821542,40.3381957,2.529345,256.205627,163.7486328,639.5001684,52.3218913,136.4646848,106.0814165,336.6950823,28.7400124,39.5653616,29.2454226,106.832915,7.6270499,468.9951288,277.7632247,1028.365653,78.1838863,151.1634534,106.9169954,373.8859696,26.9651029
1986-05-01,6978.9699755,128.1894308,2370.7902583,73.328879,1102.9492818,608.1030323,183.983181,1851.8805366000001,659.7453757000001,56.2070158,71.982415,922.2027046,1448.5875537,29.7906929,43.5381861,428.1446343,674.8046475,244.05565869999998,364.0473736,70.2051924,113.7779886,738.6651292,1113.2154074,261.55985699999997,398.1855187,37.9479514,18.2590644,66.3358982,5.6465168,598.103442,324.0992626,1351.737228,96.8503257,21.6407152,8.1499777,40.7663691,2.771817,260.3903012,167.7543331,622.2667635,52.537884,136.6718089,107.3838498,337.0068313,27.0405423,38.9604716,31.2447208,106.2883298,7.4896588,460.6773049,277.9878243,1040.285704,72.9297034,153.5956953,107.9641617,371.5482222,26.6372965
1986-06-01,7007.678151799999,129.751517,2378.1608649,74.2710352,1118.6786046,606.6734317,182.97746600000002,1856.2200647,660.9451677,57.7601942,71.99132279999999,925.2690292,1452.8918357,29.2762978,44.994737400000005,429.7407047,688.9378999,241.16978890000001,365.50364279999997,69.5047813,113.4726847,735.5329422,1120.6871225,261.5682973,399.37687040000003,36.8369368,20.9232574,65.4857198,6.505603,593.6659444,331.6030848,1357.936211,94.9556247,20.030703,9.2455948,41.304191,3.6905464,257.5928166,172.1478881,640.1995067,48.7383932,136.5738284,104.5959605,339.2259529,26.2776899,38.8998897,30.6048916,106.8865746,6.5861101,457.1071616,278.4257806,1048.154907,72.5322155,149.7465207,111.8217766,374.3813405,24.9955299
1986-07-01,6991.497213099999,130.6481501,2371.6929983,71.0248437,1109.7955865,601.7467207,185.460385,1854.1777875999999,666.9507411999999,57.5670519,73.0810982,928.5345174,1443.1584809,27.465026899999998,43.5598168,427.0035964,682.7919900999999,241.2920252,360.45469549999996,70.47441520000001,114.98596979999999,744.9714549,1109.2063326999998,266.07553989999997,400.8752013,38.5254818,19.0415701,66.540491,6.5406072,589.1702017,339.3643157,1345.653992,97.5044889,21.6630556,5.8019713,41.130593,2.4292238,263.797528,163.2060684,633.3178674,49.4741227,136.1926815,105.0993437,335.8251362,24.6295593,38.8934149,31.5810003,108.306118,6.6798518,467.4474206,277.5240343,1041.134451,68.0718817,153.824742,112.2507979,377.2243108,23.6508905
1986-08-01,6918.5250527,129.0641467,2339.1847721,71.34165759999999,1111.0393701,596.8740168,183.1108297,1828.6035275,659.3067322,56.8219357,72.24221100000001,911.5914394000001,1427.5933326999998,27.3212673,44.0203903,428.3566631,682.682707,238.57603390000003,358.29798289999997,69.7175983,113.3932314,722.5838815,1106.019646,261.0049159,398.30181630000004,38.2528812,18.5690545,66.2842791,5.9579319,581.7083376,329.8831018,1334.279169,93.3141637,20.3874091,6.9338582,40.0730048,3.9473855,262.909762,165.4469011,633.4552307,49.2274763,133.1287642,105.4472697,334.537646,23.7603369,38.4105902,31.3070081,106.5472735,6.8459579,461.3516781,261.2322034,1035.69946,70.320186,150.3203581,110.6845578,371.3723211,26.9294952
1986-09-01,7040.5986010999995,127.0680489,2366.5767251,75.17108089999999,1133.0525977999998,605.2966078,184.94368889999998,1878.4499220999999,670.0399296,55.6917288,71.3763201,919.5547819999999,1447.0219431,29.2979013,45.8731796,444.2220185,688.8305793,241.8603359,363.4362719,70.46583509999999,114.4778538,750.8299023,1127.6200198,268.57901949999996,401.4609101,37.408074,18.2836548,65.8642984,5.5120217,588.7544477,330.8003343,1356.205341,90.8166021,20.198652,9.0992493,43.4679839,2.4051957,270.5085686,173.7134499,639.1644746,49.6661047,138.351271,103.5090649,337.7885338,25.6477381,38.7661435,31.6996916,108.1492887,6.3285651,468.211897,282.6180053,1052.609694,75.0103258,155.1176918,113.4613277,373.5091442,27.9517659
1986-10-01,7030.367548099999,129.9818415,2368.0033883,73.02962980000001,1125.2775819,602.3158162000001,184.0791743,1881.0439994,666.6361167,58.362323700000005,71.6195178,925.8945180999999,1442.1088702,27.8721137,45.157516099999995,441.1361339,684.141448,239.71329880000002,362.6025174,70.9399628,113.1392115,754.152958,1126.8910414,267.1683337,399.467783,37.487105,20.8752187,66.1151297,5.5043881,583.2838065,342.6107116,1350.397213,91.7116572,20.0339027,7.838211,42.9091769,2.2483392,275.5523681,165.5837658,634.985568,49.15588,137.2496227,102.4636761,338.7233871,23.8791303,38.9417339,31.9982289,106.7622257,6.3769858,475.0698357,279.0831223,1051.211695,75.6793464,155.7800008,111.3883329,372.3556979,27.1120851
1986-11-01,7034.163940099998,125.5994263,2371.4656968,70.80913600000001,1137.5873467000001,610.8537270999999,182.74522149999999,1871.8438712,663.2595144999999,56.3314912,69.2679351,934.2788773,1437.1868195,27.140692400000002,43.668443599999996,449.763979,687.8233677,246.705243,364.1484841,70.7366643,112.0085572,752.7642174,1119.0796538,268.0531918,395.2063227,37.3159957,19.0154955,63.7172841,5.550651,587.1062939,347.1725834,1346.08232,91.1044995,20.0223368,7.1183556,41.4456663,2.2227773,273.4991738,176.2648052,638.2598647,49.563503,137.9864481,108.7187949,338.6903514,25.4581327,39.2466612,31.4900031,105.823123,6.1854342,471.0455654,281.718652,1045.581169,73.4984848,155.5808903,112.4723015,369.2123129,25.9940098
1986-12-01,7116.814849299999,125.9366917,2401.1170918,71.6209818,1142.0077446999999,616.6258737,187.8866469,1903.8147715,667.8050472,54.7869892,71.1497025,947.2411293,1453.8759625,26.6350242,44.9859576,446.09360259999994,695.9141420999999,249.5182259,367.1076478,73.084562,114.8020849,764.147203,1139.6675685,263.66251769999997,404.14252949999997,38.3312497,16.4557395,63.8380498,7.3116527,601.7915378,345.4495915,1362.351921,91.5240415,18.9517903,7.6832339,42.5264632,2.4594944,270.224297,175.8693056,643.283651,52.6304911,141.1053,108.4129259,342.9919236,24.1157242,39.9846414,33.0999206,108.8917391,5.9103458,475.5712207,288.5759823,1060.453608,79.2139605,157.5175741,106.1449436,376.7306172,27.4119123
1987-01-01,6902.543985799998,118.7850757,2325.2330752999997,72.20055939999999,1103.9196909,596.1673812,181.7796422,1853.7280954999997,650.7304656,51.6694042,67.1156715,898.3752036000001,1426.8578717,26.244704,45.9558554,421.3658662,682.5538247000001,235.43656339999998,360.7308178,70.3482324,111.4314098,731.8229467,1121.9051488,255.66898170000002,395.0614839,36.1572486,15.5121556,62.2415581,4.8741134,592.8165373,305.5586663,1341.064467,85.7934047,19.0394527,7.2052513,43.9370044,2.018851,266.3031237,155.0627425,634.4536166,48.1002081,135.0267606,100.4098028,337.085441,23.6453768,40.8158825,29.5323499,106.0470541,5.3843557,477.5148322,254.3081145,1049.681688,72.2234608,156.2124225,99.4565592,371.2884815,23.7730024
1987-02-01,7022.2527528,124.8359666,2363.8887734,73.1099326,1125.3505787,603.7197879,184.34822129999998,1881.5052435,665.4942487999999,56.1641714,68.6717952,923.6141872000001,1440.2745862000002,27.1673778,45.9425548,439.7685431,685.5820356,243.7736731,359.94611480000003,69.49058819999999,114.8576331,747.1782251,1134.3270184,266.99244139999996,398.5018074,38.2077981,17.9563733,62.466025,6.2057702,586.3116258,337.3025614,1353.552621,86.7219652,19.4689734,7.6984044,44.217731,1.7248238,262.6527197,177.1158234,636.6926793,48.8893563,138.1276444,105.6460287,338.2407779,21.7053369,41.1246094,28.3659788,109.6798398,5.1777933,480.7018312,266.4763939,1061.123685,73.2033334,154.6894926,112.3029488,373.4334084,25.068399
1987-03-01,7133.389586300001,126.39364029999999,2406.1943595,75.2775866,1135.9968943000001,610.6158039999999,185.4356649,1922.9938605000002,670.4817762,56.2164521,70.1771882,952.1556512,1454.0387083,29.341895700000002,45.9356909,446.3086329,689.6882614,247.8027692,362.81303479999997,72.0271977,113.40846719999999,770.3584002,1152.6354603,267.5145082,402.967268,36.2890154,19.9274367,63.4278627,6.7493255,598.9990665,353.1565847,1360.777863,93.2608453,21.4694943,7.8724014,43.0179019,2.917789,267.1073636,179.2012693,636.9151309,52.7731305,140.1838974,107.6188718,336.6450546,26.1679802,40.6407178,31.3864799,107.2840059,6.1244613,479.0854795,291.2729207,1067.719342,84.9161183,153.4343989,114.0801093,372.763533,30.203735
1987-04-01,7109.576413799999,125.7630752,2397.2930984,75.1944477,1131.3607255000002,612.1329617,185.7007152,1913.3008521,668.8305379999999,55.385208,70.3778672,942.2642935,1455.0288049,29.5195104,45.6749373,444.0922004,687.2685251,247.25826260000002,364.8746991,71.1822428,114.5184724,773.28304,1140.0178121,265.2587143,403.57182370000004,35.0800194,20.3051886,65.160324,5.2175432,598.1155343,344.1487592,1361.294392,93.7344129,20.2509454,9.268565,43.2563066,2.4186307,263.1533175,180.9388829,631.222519,56.0460061,140.4725998,106.7856628,334.7511991,30.1235,38.7200219,32.4622209,107.2601687,7.2583037,478.3833944,294.8996456,1056.404413,83.6133991,155.385242,109.8734723,376.2321074,27.3397163
1987-05-01,7103.523457599999,130.2178855,2389.9118736,74.4381609,1129.4666619000002,608.2099977,181.07265249999998,1921.9317474000002,668.2744781,59.0103017,71.20758380000001,948.0190098,1441.8928638,29.3685929,45.069568000000004,441.2286546,688.2380072999999,245.18525920000002,363.0247385,69.51308639999999,111.5595661,777.2646417000001,1144.6671057,264.2182117,404.05626639999997,38.3141168,20.6961849,66.680216,4.5273678,596.4242165,351.5947933,1349.854168,92.0386958,20.4540638,8.9145291,41.758487,3.311081,266.5921704,174.6364842,634.2795249,53.9584824,132.1699241,113.0153351,334.430775,28.5939635,37.7490591,31.7640273,104.4611157,7.0984504,478.4444209,298.8202208,1063.356671,81.3104347,154.1594868,110.0587249,377.2187375,26.8375289
